Library,Current Version,Latest Version,Status
is-weakref,1.0.2,1.1.1,Update available (1.1.1)
object-inspect,1.12.2,1.13.4,Update available (1.13.4)
safe-regex-test,1.0.0,1.1.0,Update available (1.1.0)
string.prototype.trimend,1.0.5,1.0.9,Update available (1.0.9)
string.prototype.trimstart,1.0.5,1.0.8,Update available (1.0.8)
unbox-primitive,1.0.2,1.1.0,Update available (1.1.0)
has-tostringtag,1.0.0,1.0.2,Update available (1.0.2)
punycode,2.1.1,2.3.1,Update available (2.3.1)
flatted,3.2.7,3.3.3,Update available (3.3.3)
graceful-fs,4.2.10,4.2.11,Update available (4.2.11)
pretty-print-object,1.0.1,1.1.0,Update available (1.1.0)
react-dom,18.3.1,19.1.1,Update available (19.1.1)
ansi-tokenize,0.1.3,,Not Found
auto-bind,5.0.1,5.0.1,Up-to-date
cli-boxes,3.0.0,4.0.1,Update available (4.0.1)
cli-truncate,3.1.0,5.0.0,Update available (5.0.0)
code-excerpt,4.0.0,4.0.0,Up-to-date
is-ci,3.0.1,4.1.0,Update available (4.1.0)
is-lower-case,2.0.2,3.0.0,Update available (3.0.0)
is-upper-case,2.0.2,3.0.0,Update available (3.0.0)
react-reconciler,0.29.2,0.32.0,Update available (0.32.0)
scheduler,0.23.2,0.26.0,Update available (0.26.0)
widest-line,4.0.1,5.0.0,Update available (5.0.0)
ws,8.18.0,8.18.3,Update available (8.18.3)
yoga-wasm-web,0.3.3,0.3.3,Up-to-date
prismjs,1.29.0,1.30.0,Update available (1.30.0)
promise-inflight,1.0.1,1.0.1,Up-to-date
npm-bundled,3.0.1,4.0.0,Update available (4.0.0)
npm-normalize-package-bin,3.0.1,4.0.0,Update available (4.0.0)
node-gyp,3.0.0,11.4.2,Update available (11.4.2)
package-json,5.2.1,10.0.1,Update available (10.0.1)
node-gyp,10.3.1,11.4.2,Update available (11.4.2)
fs,3.1.1,0.0.1-security,Current version is newer than npm (0.0.1-security)
minipass-collect,2.0.1,2.0.1,Up-to-date
minipass-flush,1.0.5,1.0.5,Up-to-date
minipass-pipeline,1.2.4,1.2.4,Up-to-date
unique-filename,3.0.0,4.0.0,Update available (4.0.0)
ignore-walk,6.0.5,8.0.0,Update available (8.0.0)
npm-install-checks,6.3.0,7.1.2,Update available (7.1.2)
redact,1.1.0,0.0.9,Current version is newer than npm (0.0.9)
make-fetch-happen,13.0.1,15.0.1,Update available (15.0.1)
minipass-fetch,3.0.5,4.0.1,Update available (4.0.1)
minipass-json-stream,1.0.2,1.0.2,Up-to-date
err-code,2.0.3,3.0.1,Update available (3.0.1)
retry,0.12.0,0.13.1,Update available (0.13.1)
bundle,2.3.2,2.1.0,Current version is newer than npm (2.1.0)
core,1.1.0,1.0.113,Current version is newer than npm (1.0.113)
protobuf-specs,0.3.2,,Not Found
sign,2.3.2,1.0.2,Current version is newer than npm (1.0.2)
tuf,2.3.4,1.0.0,Current version is newer than npm (1.0.0)
verify,1.2.1,0.1.2,Current version is newer than npm (0.1.2)
uglify-js,3.17.3,3.19.3,Update available (3.19.3)
wordwrap,1.0.0,1.0.0,Up-to-date
spdx-correct,3.1.1,3.2.0,Update available (3.2.0)
normalize-package-data,2.4.1,8.0.0,Update available (8.0.0)
is-date-object,1.0.5,1.1.0,Update available (1.1.0)
is-symbol,1.0.4,1.1.1,Update available (1.1.1)
has-bigints,1.0.2,1.1.0,Update available (1.1.0)
which-boxed-primitive,1.0.2,1.1.1,Update available (1.1.1)
fastq,1.13.0,1.19.1,Update available (1.19.1)
convert-to-spaces,2.0.1,2.0.1,Up-to-date
env-paths,2.2.1,3.0.0,Update available (3.0.0)
exponential-backoff,3.1.1,3.1.2,Update available (3.1.2)
nopt,7.2.1,8.1.0,Update available (8.1.0)
minipass,3.3.4,7.1.2,Update available (7.1.2)
unique-slug,4.0.0,5.0.0,Update available (5.0.0)
agent,2.2.2,0.2.1,Current version is newer than npm (0.2.1)
is-lambda,1.0.1,1.0.1,Up-to-date
negotiator,0.6.4,1.0.0,Update available (1.0.0)
encoding,0.1.13,0.1.13,Up-to-date
minipass-sized,1.0.3,1.0.3,Up-to-date
tuf-js,2.2.1,4.0.0,Update available (4.0.0)
core-util-is,1.0.2,1.0.3,Update available (1.0.3)
spdx-license-ids,3.0.12,3.0.22,Update available (3.0.22)
spdx-exceptions,2.3.0,2.5.0,Update available (2.5.0)
is-bigint,1.0.4,1.1.0,Update available (1.1.0)
is-boolean-object,1.1.2,1.2.2,Update available (1.2.2)
is-number-object,1.0.7,1.1.1,Update available (1.1.1)
abbrev,2.0.0,3.0.1,Update available (3.0.1)
models,2.0.1,0.2.0,Current version is newer than npm (0.2.0)
picocolors,1.0.0,1.1.1,Update available (1.1.1)
canonical-json,2.0.0,0.2.0,Current version is newer than npm (0.2.0)
core,7.27.4,1.0.113,Current version is newer than npm (1.0.113)
preset-env,7.27.2,,Not Found
preset-react,7.27.1,1.0.0,Current version is newer than npm (1.0.0)
preset-typescript,7.27.1,,Not Found
register,7.27.1,0.0.0,Current version is newer than npm (0.0.0)
cli,4.7.0,1.0.1,Current version is newer than npm (1.0.1)
yarn-plugin-cyclonedx,3.1.1,,Not Found
eslint-plugin-eslint-comments,4.5.0,3.2.0,Current version is newer than npm (3.2.0)
js,9.28.0,0.1.0,Current version is newer than npm (0.1.0)
markdown,6.4.0,0.5.0,Current version is newer than npm (0.5.0)
globals,30.1.2,16.4.0,Current version is newer than npm (16.4.0)
test-utils,30.1.2,1.1.1,Current version is newer than npm (1.1.1)
cli,4.3.0,1.0.1,Current version is newer than npm (1.0.1)
exec,4.3.0,0.2.1,Current version is newer than npm (0.2.1)
publish,4.3.0,0.6.0,Current version is newer than npm (0.6.0)
api-extractor,7.52.8,99.99.99,Update available (99.99.99)
babel__generator,7.27.0,,Not Found
node,18.14.6,20.19.5,Update available (20.19.5)
which,3.0.4,5.0.0,Update available (5.0.0)
types,4.0.1,0.1.1,Current version is newer than npm (0.1.1)
babel-jest,30.1.2,30.1.2,Up-to-date
babel-loader,9.2.1,10.0.0,Update available (10.0.0)
dedent,1.6.0,1.7.0,Update available (1.7.0)
eslint-config-prettier,10.1.5,10.1.8,Update available (10.1.8)
eslint-import-resolver-typescript,4.4.2,4.4.4,Update available (4.4.4)
eslint-plugin-import-x,4.15.0,4.16.1,Update available (4.16.1)
eslint-plugin-jest,28.12.0,29.0.1,Update available (29.0.1)
eslint-plugin-jsdoc,50.7.1,55.1.2,Update available (55.1.2)
eslint-plugin-prettier,5.4.1,5.5.4,Update available (5.5.4)
eslint-plugin-promise,7.2.1,7.2.1,Up-to-date
eslint-plugin-unicorn,59.0.1,61.0.2,Update available (61.0.2)
eslint,9.28.0,9.35.0,Update available (9.35.0)
find-process,1.4.10,2.0.0,Update available (2.0.0)
globals,16.2.0,16.4.0,Update available (16.4.0)
isbinaryfile,5.0.4,5.0.6,Update available (5.0.6)
jest-changed-files,30.0.5,30.0.5,Up-to-date
jest-junit,16.0.0,16.0.0,Up-to-date
jest-mock,30.0.5,30.0.5,Up-to-date
jest-serializer-ansi-escapes,3.0.0,4.0.0,Update available (4.0.0)
jest-silent-reporter,0.6.0,0.6.0,Up-to-date
jest-snapshot,30.1.2,30.1.2,Up-to-date
jest-util,30.0.5,30.0.5,Up-to-date
jest-watch-typeahead,2.2.2,3.0.1,Update available (3.0.1)
jest,30.1.3,30.1.3,Up-to-date
jquery,3.7.1,3.7.1,Up-to-date
mock-fs,5.5.0,5.5.0,Up-to-date
netlify-plugin-cache,1.0.3,1.0.3,Up-to-date
node-notifier,10.0.1,10.0.1,Up-to-date
prettier,3.5.3,3.6.2,Update available (3.6.2)
promise,8.3.0,8.3.0,Up-to-date
tempy,1.0.1,3.1.0,Update available (3.1.0)
tstyche,4.0.0,4.3.0,Update available (4.3.0)
typescript-eslint,8.38.0,8.43.0,Update available (8.43.0)
typescript,5.5.4,5.9.2,Update available (5.9.2)
webpack-node-externals,3.0.0,3.0.0,Up-to-date
webpack,5.99.9,5.101.3,Update available (5.101.3)
estree,1.0.7,,Not Found
acorn,8.14.1,8.15.0,Update available (8.15.0)
browserslist,4.24.5,4.25.4,Update available (4.25.4)
enhanced-resolve,5.18.1,5.18.3,Update available (5.18.3)
tapable,2.2.2,2.2.3,Update available (2.2.3)
webpack-sources,3.3.0,3.3.3,Update available (3.3.3)
terser,5.39.2,5.44.0,Update available (5.44.0)
ajv,8.13.0,8.17.1,Update available (8.17.1)
caniuse-lite,1.0.30001718,1.0.30001741,Update available (1.0.30001741)
electron-to-chromium,1.5.158,1.5.215,Update available (1.5.215)
eslint-plugin,8.38.0,1.0.1,Current version is newer than npm (1.0.1)
parser,8.38.0,0.1.4,Current version is newer than npm (0.1.4)
typescript-estree,8.38.0,18.1.0,Update available (18.1.0)
utils,8.38.0,0.3.1,Current version is newer than npm (0.3.1)
eslint-utils,4.7.0,3.0.0,Current version is newer than npm (3.0.0)
scope-manager,8.38.0,,Not Found
types,8.38.0,0.1.1,Current version is newer than npm (0.1.1)
visitor-keys,8.38.0,,Not Found
project-service,8.38.0,,Not Found
tsconfig-utils,8.38.0,4.1.1,Current version is newer than npm (4.1.1)
type-utils,8.38.0,0.10.6,Current version is newer than npm (0.10.6)
ignore,7.0.4,7.0.5,Update available (7.0.5)
type-fest,0.16.0,4.41.0,Update available (4.41.0)
spdx-license-ids,3.0.21,3.0.22,Update available (3.0.22)
growly,1.3.0,1.3.0,Up-to-date
shellwords,0.1.1,1.1.1,Update available (1.1.1)
core,30.1.3,1.0.113,Current version is newer than npm (1.0.113)
types,30.0.5,0.1.1,Current version is newer than npm (0.1.1)
jest-cli,30.1.3,30.1.3,Up-to-date
test-result,30.1.3,2.0.0,Current version is newer than npm (2.0.0)
exit-x,0.2.2,0.2.2,Up-to-date
jest-config,30.1.3,30.1.3,Up-to-date
jest-validate,30.1.0,30.1.0,Up-to-date
get-type,30.1.0,1.1.0,Current version is newer than npm (1.1.0)
pretty-format,30.0.5,30.0.5,Up-to-date
schemas,30.0.5,1.0.0,Current version is newer than npm (1.0.0)
react-test-renderer,18.3.1,19.1.1,Update available (19.1.1)
react,18.3.22,19.1.1,Update available (19.1.1)
immutable,5.1.2,5.1.3,Update available (5.1.3)
react-shallow-renderer,16.15.0,16.15.0,Up-to-date
prop-types,15.7.14,15.8.1,Update available (15.8.1)
csstype,3.1.3,3.1.3,Up-to-date
typebox,0.34.33,1.0.0,Update available (1.0.0)
pattern,30.0.1,0.2.0,Current version is newer than npm (0.2.0)
test-sequencer,30.1.3,,Not Found
micromatch,4.0.9,4.0.8,Current version is newer than npm (4.0.8)
parse-json,4.0.2,8.3.0,Update available (8.3.0)
ci-info,4.2.0,4.3.0,Update available (4.3.0)
esbuild,0.25.5,0.25.9,Update available (0.25.9)
esbuild-register,3.6.0,3.6.0,Up-to-date
jest-circus,30.1.3,30.1.3,Up-to-date
jest-docblock,30.0.1,30.0.1,Up-to-date
jest-environment-node,30.1.2,30.1.2,Up-to-date
jest-regex-util,30.0.1,30.0.1,Up-to-date
jest-resolve,30.1.3,30.1.3,Up-to-date
jest-runner,30.1.3,30.1.3,Up-to-date
console,30.1.2,0.7.2,Current version is newer than npm (0.7.2)
environment,30.1.2,1.1.0,Current version is newer than npm (1.1.0)
transform,30.1.2,1.1.2,Current version is newer than npm (1.1.2)
source-map-support,0.5.10,0.5.21,Update available (0.5.21)
jest-haste-map,30.1.0,30.1.0,Up-to-date
jest-jasmine2,30.1.3,30.1.3,Up-to-date
jest-leak-detector,30.1.0,30.1.0,Up-to-date
jest-message-util,30.1.0,30.1.0,Up-to-date
jest-runtime,30.1.3,30.1.3,Up-to-date
jest-watcher,30.1.3,30.1.3,Up-to-date
jest-worker,30.1.0,30.1.0,Up-to-date
supports-color,8.1.3,10.2.2,Update available (10.2.2)
ungap__structured-clone,1.2.0,,Not Found
worker-farm,1.7.0,1.7.0,Up-to-date
fake-timers,30.1.2,0.1.2,Current version is newer than npm (0.1.2)
source-map,30.0.1,0.7.6,Current version is newer than npm (0.7.6)
cjs-module-lexer,2.1.0,2.1.0,Up-to-date
babel__code-frame,7.0.6,,Not Found
expect,30.1.2,30.1.2,Up-to-date
co,4.6.6,4.6.0,Current version is newer than npm (4.6.0)
jest-each,30.1.0,30.1.0,Up-to-date
jest-matcher-utils,30.1.2,30.1.2,Up-to-date
jest-diff,30.1.2,30.1.2,Up-to-date
diff-sequences,30.0.1,29.6.3,Current version is newer than npm (29.6.3)
jest,2.1.1,30.1.3,Update available (30.1.3)
fast-check,4.1.1,4.3.0,Update available (4.3.0)
pure-rand,7.0.1,7.0.1,Up-to-date
expect-utils,30.1.2,,Not Found
fb-watchman,2.0.5,2.0.2,Current version is newer than npm (2.0.2)
node-gyp,11.2.0,11.4.2,Update available (11.4.2)
exponential-backoff,3.1.2,3.1.2,Up-to-date
make-fetch-happen,14.0.3,15.0.1,Update available (15.0.1)
nopt,8.1.0,8.1.0,Up-to-date
proc-log,5.0.0,5.0.0,Up-to-date
tar,7.4.3,7.4.3,Up-to-date
tinyglobby,0.2.14,0.2.15,Update available (0.2.15)
which,5.0.0,5.0.0,Up-to-date
fdir,6.4.4,6.5.0,Update available (6.5.0)
picomatch,4.0.2,4.0.3,Update available (4.0.3)
fs-minipass,4.0.1,3.0.3,Current version is newer than npm (3.0.3)
chownr,3.0.0,3.0.0,Up-to-date
minizlib,3.0.2,3.0.2,Up-to-date
yallist,5.0.0,5.0.0,Up-to-date
abbrev,3.0.1,3.0.1,Up-to-date
agent,3.0.0,0.2.1,Current version is newer than npm (0.2.1)
cacache,19.0.1,20.0.1,Update available (20.0.1)
minipass-fetch,4.0.1,4.0.1,Up-to-date
negotiator,1.0.0,1.0.0,Up-to-date
ssri,12.0.0,12.0.0,Up-to-date
fs,4.0.0,0.0.1-security,Current version is newer than npm (0.0.1-security)
p-map,7.0.3,7.0.3,Up-to-date
unique-filename,4.0.0,4.0.0,Up-to-date
unique-slug,5.0.0,5.0.0,Up-to-date
agent-base,7.1.3,7.1.4,Update available (7.1.4)
socks-proxy-agent,8.0.5,8.0.5,Up-to-date
socks,2.8.4,2.8.7,Update available (2.8.7)
convert-source-map,2.0.3,2.0.0,Current version is newer than npm (2.0.0)
write-file-atomic,4.0.3,6.0.0,Update available (6.0.0)
babel-plugin-istanbul,7.0.1,7.0.1,Up-to-date
write-file-atomic,5.0.1,6.0.0,Update available (6.0.0)
parser,7.27.5,0.1.4,Current version is newer than npm (0.1.4)
types,7.27.3,0.1.1,Current version is newer than npm (0.1.1)
unrs-resolver,1.7.11,1.11.1,Update available (1.11.1)
url,0.11.4,0.11.4,Up-to-date
punycode,1.4.1,2.3.1,Update available (2.3.1)
qs,6.14.0,6.14.0,Up-to-date
resolver-binding-darwin-arm64,1.7.11,8.0.11,Update available (8.0.11)
resolver-binding-darwin-x64,1.7.11,8.0.11,Update available (8.0.11)
resolver-binding-freebsd-x64,1.7.11,,Not Found
resolver-binding-linux-arm-gnueabihf,1.7.11,,Not Found
resolver-binding-linux-arm-musleabihf,1.7.11,,Not Found
resolver-binding-linux-arm64-gnu,1.7.11,,Not Found
resolver-binding-linux-arm64-musl,1.7.11,,Not Found
resolver-binding-linux-ppc64-gnu,1.7.11,,Not Found
resolver-binding-linux-riscv64-gnu,1.7.11,,Not Found
resolver-binding-linux-riscv64-musl,1.7.11,,Not Found
resolver-binding-linux-s390x-gnu,1.7.11,,Not Found
resolver-binding-linux-x64-gnu,1.7.11,,Not Found
resolver-binding-linux-x64-musl,1.7.11,,Not Found
resolver-binding-wasm32-wasi,1.7.11,,Not Found
resolver-binding-win32-arm64-msvc,1.7.11,,Not Found
resolver-binding-win32-ia32-msvc,1.7.11,,Not Found
resolver-binding-win32-x64-msvc,1.7.11,,Not Found
napi-postinstall,0.2.4,0.3.3,Update available (0.3.3)
wasm-runtime,0.2.10,,Not Found
core,1.4.3,1.0.113,Current version is newer than npm (1.0.113)
runtime,1.4.3,0.14.1,Current version is newer than npm (0.14.1)
wasm-util,0.9.0,0.0.2,Current version is newer than npm (0.0.2)
wasi-threads,1.0.2,,Not Found
clsx,2.1.1,2.1.1,Up-to-date
aix-ppc64,0.25.5,8.0.11,Update available (8.0.11)
android-arm64,0.25.5,8.0.11,Update available (8.0.11)
android-arm,0.25.5,8.0.11,Update available (8.0.11)
android-x64,0.25.5,8.0.11,Update available (8.0.11)
darwin-arm64,0.25.5,,Not Found
darwin-x64,0.25.5,,Not Found
freebsd-arm64,0.25.5,8.0.11,Update available (8.0.11)
freebsd-x64,0.25.5,8.0.11,Update available (8.0.11)
linux-arm64,0.25.5,,Not Found
linux-arm,0.25.5,,Not Found
linux-ia32,0.25.5,,Not Found
linux-loong64,0.25.5,,Not Found
linux-mips64el,0.25.5,,Not Found
linux-ppc64,0.25.5,,Not Found
linux-riscv64,0.25.5,,Not Found
linux-s390x,0.25.5,,Not Found
linux-x64,0.25.5,,Not Found
netbsd-arm64,0.25.5,,Not Found
netbsd-x64,0.25.5,,Not Found
openbsd-arm64,0.25.5,,Not Found
openbsd-x64,0.25.5,,Not Found
sunos-x64,0.25.5,,Not Found
win32-arm64,0.25.5,,Not Found
win32-ia32,0.25.5,,Not Found
win32-x64,0.25.5,,Not Found
braces,3.0.5,3.0.3,Current version is newer than npm (3.0.3)
reporters,30.1.3,0.0.4,Current version is newer than npm (0.0.4)
jest-resolve-dependencies,30.1.3,30.1.3,Up-to-date
istanbul-lib-instrument,1.7.7,6.0.3,Update available (6.0.3)
istanbul-lib-source-maps,4.0.4,5.0.6,Update available (5.0.6)
node-notifier,8.0.5,10.0.1,Update available (10.0.1)
istanbul-lib-source-maps,5.0.6,5.0.6,Up-to-date
babel-types,7.0.16,6.26.0,Current version is newer than npm (6.26.0)
chalk,5.4.1,5.6.2,Update available (5.6.2)
string-length,5.0.1,6.0.0,Update available (6.0.0)
char-regex,2.0.2,2.0.2,Up-to-date
picomatch,4.0.0,4.0.3,Update available (4.0.3)
generator,7.27.5,1.0.1,Current version is newer than npm (1.0.1)
plugin-syntax-jsx,7.27.1,,Not Found
plugin-syntax-typescript,7.27.1,,Not Found
preset-flow,7.27.1,,Not Found
snapshot-utils,30.1.2,1.2.3,Current version is newer than npm (1.2.3)
prettier,2.7.3,3.6.2,Update available (3.6.2)
semver,7.7.0,7.7.2,Update available (7.7.2)
prettier,2.8.8,3.6.2,Update available (3.6.2)
synckit,0.11.8,0.11.11,Update available (0.11.11)
core,0.2.4,1.0.113,Update available (1.0.113)
natural-compare,1.4.3,1.4.0,Current version is newer than npm (1.4.0)
plugin-transform-flow-strip-types,7.27.1,,Not Found
plugin-syntax-flow,7.27.1,0.0.1-security,Current version is newer than npm (0.0.1-security)
jest-util,26.6.2,30.0.5,Update available (30.0.5)
types,26.6.2,0.1.1,Current version is newer than npm (0.1.1)
yargs,15.0.19,18.0.0,Update available (18.0.0)
pretty-ansi,2.0.0,3.0.0,Update available (3.0.0)
xml,1.0.1,1.0.1,Up-to-date
commander,12.1.0,14.0.0,Update available (14.0.0)
loglevel,1.9.2,1.9.2,Up-to-date
config-array,0.20.0,,Not Found
config-helpers,0.2.2,0.0.0,Current version is newer than npm (0.0.0)
core,0.14.0,1.0.113,Update available (1.0.113)
plugin-kit,0.3.1,,Not Found
node,0.16.6,20.19.5,Update available (20.19.5)
retry,0.4.3,0.13.1,Update available (0.13.1)
eslint-scope,8.3.0,8.4.0,Update available (8.4.0)
espree,10.3.0,10.4.0,Update available (10.4.0)
file-entry-cache,8.0.0,10.1.4,Update available (10.1.4)
flat-cache,4.0.1,6.1.13,Update available (6.1.13)
core,0.19.1,1.0.113,Update available (1.0.113)
retry,0.3.1,0.13.1,Update available (0.13.1)
object-schema,2.1.6,0.1.19,Current version is newer than npm (0.1.19)
plugin-kit,0.2.8,,Not Found
core-js-compat,3.42.0,3.45.1,Update available (3.45.1)
is-builtin-module,5.0.0,5.0.0,Up-to-date
strip-indent,4.0.0,4.0.0,Up-to-date
builtin-modules,5.0.0,5.0.0,Up-to-date
core,0.13.0,1.0.113,Update available (1.0.113)
jsdoccomment,0.50.2,,Not Found
are-docs-informative,0.0.2,0.1.1,Update available (0.1.1)
comment-parser,1.4.1,1.4.1,Up-to-date
parse-imports-exports,0.2.4,0.2.4,Up-to-date
spdx-expression-parse,4.0.0,4.0.0,Up-to-date
parse-statements,1.0.11,1.0.12,Update available (1.0.12)
jsdoc-type-pratt-parser,4.1.0,5.2.0,Update available (5.2.0)
eslint-import-context,0.1.6,0.2.0,Update available (0.2.0)
stable-hash,0.0.5,0.0.6,Update available (0.0.6)
is-bun-module,2.0.0,2.0.0,Up-to-date
babel-preset-jest,30.0.1,30.0.1,Up-to-date
babel-plugin-jest-hoist,30.0.1,30.0.1,Up-to-date
sync,0.5.5,0.2.5,Current version is newer than npm (0.2.5)
babel__traverse,7.20.7,,Not Found
babel-plugin-tester,11.0.4,12.0.0,Update available (12.0.0)
core-js,3.42.0,3.45.1,Update available (3.45.1)
lodash.mergewith,4.6.2,4.6.2,Up-to-date
make-synchronized,0.4.2,0.8.0,Update available (0.8.0)
api-extractor-model,7.30.6,8.0.11,Update available (8.0.11)
tsdoc-config,0.17.1,,Not Found
tsdoc,0.15.1,0.0.4,Current version is newer than npm (0.0.4)
node-core-library,5.13.1,1.0.32,Current version is newer than npm (1.0.32)
rig-package,0.5.3,,Not Found
terminal,0.15.3,0.1.4,Current version is newer than npm (0.1.4)
ts-command-line,5.0.1,,Not Found
semver,7.5.4,7.7.2,Update available (7.7.2)
argparse,1.0.38,2.0.1,Update available (2.0.1)
string-argv,0.3.2,0.3.2,Up-to-date
ajv-draft-04,1.0.0,1.0.0,Up-to-date
ajv-formats,3.0.1,3.0.1,Up-to-date
fs-extra,11.3.0,11.3.1,Update available (11.3.1)
import-lazy,4.0.0,4.0.0,Up-to-date
jju,1.4.0,1.4.0,Up-to-date
ajv,8.12.0,8.17.1,Update available (8.17.1)
core,4.3.0,1.0.113,Current version is newer than npm (1.0.113)
npmlog,4.1.2,7.0.1,Update available (7.0.1)
version,4.3.0,0.1.2,Current version is newer than npm (0.1.2)
arborist,9.1.1,0.1.0,Current version is newer than npm (0.1.0)
package-json,6.2.0,10.0.1,Update available (10.0.1)
byte-size,9.0.1,9.0.1,Up-to-date
columnify,1.6.0,1.6.0,Up-to-date
libnpmaccess,10.0.1,10.0.1,Up-to-date
libnpmpublish,11.0.0,11.1.0,Update available (11.1.0)
npm-package-arg,12.0.2,13.0.0,Update available (13.0.0)
npm-packlist,10.0.0,10.0.1,Update available (10.0.1)
npm-registry-fetch,18.0.2,19.0.0,Update available (19.0.0)
p-pipe,4.0.0,4.0.0,Up-to-date
pacote,21.0.0,21.0.1,Update available (21.0.1)
tinyrainbow,2.0.0,3.0.3,Update available (3.0.3)
git,6.0.3,0.1.5,Current version is newer than npm (0.1.5)
installed-package-contents,3.0.0,,Not Found
promise-spawn,8.0.2,0.0.1,Current version is newer than npm (0.0.1)
run-script,9.1.0,0.1.1,Current version is newer than npm (0.1.1)
npm-pick-manifest,10.0.0,10.0.0,Up-to-date
sigstore,3.1.0,4.0.0,Update available (4.0.0)
bundle,3.1.0,2.1.0,Current version is newer than npm (2.1.0)
core,2.0.0,1.0.113,Current version is newer than npm (1.0.113)
protobuf-specs,0.4.2,,Not Found
sign,3.1.0,1.0.2,Current version is newer than npm (1.0.2)
tuf,3.1.1,1.0.0,Current version is newer than npm (1.0.0)
verify,2.1.1,0.1.2,Current version is newer than npm (0.1.2)
tuf-js,3.0.1,4.0.0,Update available (4.0.0)
models,3.0.1,0.2.0,Current version is newer than npm (0.2.0)
npm-install-checks,7.1.1,7.1.2,Update available (7.1.2)
npm-normalize-package-bin,4.0.0,4.0.0,Up-to-date
node-gyp,4.0.0,11.4.2,Update available (11.4.2)
npm-bundled,4.0.0,4.0.0,Up-to-date
ini,5.0.0,5.0.0,Up-to-date
redact,3.2.2,0.0.9,Current version is newer than npm (0.0.9)
ignore-walk,7.0.0,8.0.0,Update available (8.0.0)
hosted-git-info,8.1.0,9.0.0,Update available (9.0.0)
validate-npm-package-name,6.0.0,6.0.2,Update available (6.0.2)
normalize-package-data,7.0.0,8.0.0,Update available (8.0.0)
json-parse-even-better-errors,4.0.0,4.0.0,Up-to-date
string-locale-compare,1.1.0,,Not Found
map-workspaces,4.0.2,,Not Found
metavuln-calculator,9.0.0,,Not Found
name-from-folder,3.0.0,,Not Found
query,4.0.1,0.2.0,Current version is newer than npm (0.2.0)
